All Transactions Announced Date,Target/Issuer,Transaction Types,Transaction Status,Buyers/Investors,Sellers/Sponsor,CIQ Transaction ID,First Trade Date [1/1/2015-12/7/2020] [Primary Listing] [Target/Issuer],Company Status [Target/Issuer]
11/21/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",Merger/Acquisition,Closed,"Brain Asset Management Co., Ltd.",-,IQTR410664179,"KOSDAQ:A232330
Company: SK No.3 Special Purpose Acquisition Co., Ltd.
(IQT317186849) - 11/16/2016",Operating
06/10/2019,Skyscape Capital Inc. (TSXV:SKY.P),Merger/Acquisition,Announced,PesoRama Inc.,-,IQTR620344388,"TSXV:SKY.P
Company: Skyscape Capital Inc.
(IQT551896860) - 3/29/2018",Operating
06/19/2018,Skyscape Capital Inc. (TSXV:SKY.P),Merger/Acquisition,Cancelled,Salida Energy Inc.,-,IQTR571244930,"TSXV:SKY.P
Company: Skyscape Capital Inc.
(IQT551896860) - 3/29/2018",Operating
01/13/2020,Smartset Services Inc. (TSXV:SMAR.P),Merger/Acquisition,Closed,-,-,IQTR650903286,"TSXV:SMAR.P
Company: Smartset Services Inc.
(IQT566333104) - 11/19/2018",Operating
06/27/2017,SMSA Crane Acquisition Corp. (OTCPK:SSCR),Merger/Acquisition,Closed,-,"Coquí RadioPharmaceuticals, Corp.",IQTR528567095,"OTCPK:SSCR
Company: SMSA Crane Acquisition Corp.
(IQT83105700) - 11/1/2018",Operating
09/20/2013,SMSA Crane Acquisition Corp. (OTCPK:SSCR),Merger/Acquisition,Closed,"Coquí RadioPharmaceuticals, Corp.","Halter Financial Investments L.P., Investment Arm",IQTR247163385,"OTCPK:SSCR
Company: SMSA Crane Acquisition Corp.
(IQT83105700) - 11/1/2018",Operating
07/09/2019,Social Capital Hedosophia Holdings Corp.,Merger/Acquisition,Closed,"Virgin Galactic Holdings, Inc. (NYSE:SPCE)",-,IQTR628744492,"NYSE:SPCE
Company: Social Capital Hedosophia Holdings Corp.
(IQT538959378) - 9/29/2017",Acquired
09/15/2020,Social Capital Hedosophia Holdings Corp. II (NYSE:IPOB),Merger/Acquisition,Announced,"Opendoor Labs, Inc.","Suvretta Capital Management, LLC; SCH Sponsor II LLC; AI LiquidRE LLC",IQTR688535762,"NYSE:IPOB
Company: Social Capital Hedosophia Holdings Corp. II
(IQT656674513) - 6/18/2020",Operating
10/06/2020,Social Capital Hedosophia Holdings Corp. III (NYSE:IPOC),Merger/Acquisition,Announced,"Clover Health Investments, Corp.",SCH Sponsor III LLC,IQTR690923011,"NYSE:IPOC
Company: Social Capital Hedosophia Holdings Corp. III
(IQT656754538) - 6/12/2020",Operating
08/11/2020,Software Acquisition Group Inc.,Merger/Acquisition,Closed,CuriosityStream Inc. (NasdaqCM:CURI),-,IQTR683250911,"NasdaqCM:CURI
Company: Software Acquisition Group Inc.
(IQT631924742) - 1/8/2020",Acquired
10/19/2020,South Mountain Merger Corp. (NasdaqCM:SMMC),Merger/Acquisition,Announced,"Billtrust, Inc.",-,IQTR692398074,"NasdaqCM:SMMC
Company: South Mountain Merger Corp.
(IQT618800966) - 8/6/2019",Operating Subsidiary
09/12/2019,Spactiv S.p.A.,Merger/Acquisition,Cancelled,Betty Blue S.P.A.,-,IQTR636781059,"LSE:0DET
Company: Spactiv S.p.A.
(IQT549653417) - 1/29/2018",Operating
11/23/2020,Spartan Acquisition Corp. (TSXV:VDKA.P),Merger/Acquisition,Announced,Forbidden Spirits Distilling Co.,-,IQTR695853206,"TSXV:VDKA.P
Company: Spartan Acquisition Corp.
(IQT653840358) - 9/2/2020",Operating
07/13/2020,Spartan Energy Acquisition Corp.,Merger/Acquisition,Closed,Fisker Inc. (NYSE:FSR),"Apollo Global Management, Inc. (NYSE:APO)",IQTR676821065,"NYSE:SPAQ
Company: Spartan Energy Acquisition Corp.
(IQT574978931) - 10/2/2018",Acquired
09/09/2020,Spectre Capital Corp. (TSXV:SOO.P),Merger/Acquisition,Announced,Hemptown Organics Corp.,-,IQTR687771601,"TSXV:SOO.P
Company: Spectre Capital Corp.
(IQT609953214) - 3/25/2020",Operating
02/27/2019,Spinnaker Opportunities Plc (LSE:SOP),Merger/Acquisition,Announced,Kanabo Research LTD,-,IQTR604487915,"LSE:SOP
Company: Spinnaker Opportunities Plc
(IQT431128811) - 5/17/2017",Operating
