All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Company Status [Target/Issuer],M&A Closed Date
03/13/2017,"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Securities Co., Ltd. (KOSE:A003540)",-,IQTR423293487,Blank Checks (Primary),Operating,03/13/2017
03/10/2017,"Daishin Balance 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"G.N.TECH Venture Capital Co., Ltd.",-,IQTR423029494,Blank Checks (Primary),Operating,03/10/2017
03/03/2017,"Shinhan 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"With Investment Co., Ltd.",-,IQTR422245204,Blank Checks (Primary),Operating,03/03/2017
01/19/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR417324905,Blank Checks (Primary),Operating,01/19/2017
01/17/2017,Ebest Special Purpose Acquisition 3 Company,-,Merger/Acquisition,Closed,-,"ANDA Asset Management Co., Ltd.",-,IQTR416612340,Blank Checks,Operating,01/17/2017
01/06/2017,"Pacifica Holdings, Inc. (PSE:PA)",PSE:PA,Merger/Acquisition,Closed, 2.07 ,"Unido Capital Holdings, Inc.","Mikro-Tech Capital, Inc.; 9th Kingdom Investments Inc",IQTR415578752,Blank Checks (Primary),Operating,02/07/2017
01/03/2017,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"EBEST Investment & Securities Co., Ltd. (KOSDAQ:A078020)",-,IQTR414953196,Blank Checks (Primary),Operating,01/03/2017
11/28/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,-,SK Securities Private Equity,IQTR410955679,Blank Checks (Primary),Operating,11/28/2016
11/23/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,SK Securities Private Equity,-,IQTR410749877,Blank Checks (Primary),Operating,11/23/2016
11/22/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"LX Investment Co., Ltd.",-,IQTR410672671,Blank Checks (Primary),Operating,11/22/2016
11/21/2016,"SK No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Brain Asset Management Co., Ltd.",-,IQTR410664179,Blank Checks (Primary),Operating,11/21/2016
09/19/2016,Axar Acquisition Corp.,-,Merger/Acquisition,Closed,-,Axar Capital Management LP,"AR Global Investments, LLC",IQTR406658829,Blank Checks (Primary),Operating,10/07/2016
07/11/2016,"Bally, Corp. (OTCPK:BLYQ)",OTCPK:BLYQ,Merger/Acquisition,Closed, 0.1 ,"Aureas Capital Co., Ltd.",-,IQTR378067502,Blank Checks (Primary),Operating,06/24/2016
06/20/2016,Puravita Corporation,-,Merger/Acquisition,Closed,-,-,-,IQTR366888884,Blank Checks (Primary),Operating,04/14/2016
04/15/2016,Kiwoom No.3 Special Purpose Acquisition Company Ltd.,-,Merger/Acquisition,Closed,-,"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800)",-,IQTR331177157,Blank Checks (Primary),Operating,04/15/2016
04/15/2016,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Mirae Asset Daewoo Co., Ltd. (KOSE:A006800)",-,IQTR331177676,Blank Checks (Primary),Operating,04/15/2016
03/30/2016,ECCL Investments and Finance Limited,-,Merger/Acquisition,Closed, 0.004 ,-,Excel Crop Care Limited,IQTR332249832,Blank Checks (Primary),Operating,04/28/2016
03/07/2016,KB No.9 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"KB Investment & Securities Co., Ltd., Investment Arm",-,IQTR327541325,Blank Checks (Primary),Operating,03/07/2016
02/17/2016,"Po Yuen Cultural Holdings (Hong Kong) Co., Ltd. (OTCPK:POYN)",OTCPK:POYN,Merger/Acquisition,Closed, 0.3 ,-,-,IQTR327765714,Blank Checks (Primary),Operating,02/12/2016
12/28/2015,"Dongbu 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR320616989,Blank Checks (Primary),Operating,12/28/2015
12/22/2015,"Dongbu 4th Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,Opus Private Equity Co. Ltd.,-,IQTR320153394,Blank Checks (Primary),Operating,12/22/2015
11/25/2015,"Goldenbridge No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR317709429,Blank Checks (Primary),Operating,11/25/2015
11/17/2015,Kiwoom No.4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR317216108,Blank Checks (Primary),Operating,11/17/2015
11/16/2015,"Eugene Special Purpose Acquisition 3 Co., Ltd.",-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR317405633,Blank Checks (Primary),Operating,11/16/2015
11/04/2015,Kiwoom No.4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR316096053,Blank Checks (Primary),Operating,11/04/2015
10/26/2015,Ebest Special Purpose Acquisition 3 Company,-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR315257932,Blank Checks,Operating,10/26/2015
08/28/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"DAYLI Partners Co., Ltd.",-,IQTR310243823,Blank Checks (Primary),Operating,08/28/2015
08/27/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR310155453,Blank Checks (Primary),Operating,08/27/2015
08/25/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Kiwoom Asset Management Co., Ltd.",-,IQTR309930781,Blank Checks (Primary),Operating,08/25/2015
08/21/2015,"KB Dream Together 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Eugene Asset Management Co., Ltd.",-,IQTR309750522,Blank Checks (Primary),Operating,08/21/2015
08/11/2015,KB No.8 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR309047755,Blank Checks (Primary),Operating,08/11/2015
07/24/2015,"Yuanta 2 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,Paratus Investment Inc.,-,IQTR307581423,Blank Checks (Primary),Operating,07/24/2015
07/21/2015,Lvyuan Green Building Material Technology Corp.,-,Merger/Acquisition,Closed, 0.225 ,-,-,IQTR308796609,Blank Checks (Primary),Operating,08/03/2015
07/20/2015,"Yuanta 2 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"ANDA Asset Management Co., Ltd.",-,IQTR307188505,Blank Checks (Primary),Operating,07/20/2015
07/03/2015,"Goldenbridge No.3 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Synergy IB Investment Co., Ltd.",-,IQTR305925453,Blank Checks (Primary),Operating,07/03/2015
06/26/2015,"Daewoo Special Purpose Acquisition 3 Co., Ltd.",-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR305000090,Blank Checks (Primary),Operating,06/26/2015
06/15/2015,"NH Special Purpose Acquisition 7 Co., Ltd.",-,Merger/Acquisition,Closed,-,"DGB Asset Management Co., Ltd.",-,IQTR304017777,Blank Checks (Primary),Operating,06/15/2015
06/15/2015,"NH Special Purpose Acquisition 7 Co., Ltd.",-,Merger/Acquisition,Closed,-,PS Alliance Inc.,-,IQTR304028100,Blank Checks (Primary),Operating,06/15/2015
06/05/2015,Hana Must Third Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Hanwha Investment & Securities Co., Ltd. (KOSE:A003530)",-,IQTR303160561,Blank Checks (Primary),Operating,06/05/2015
02/25/2015,"Goldenbridge No.2 Special Purpose Acquisition Co., LTD.",-,Merger/Acquisition,Closed,-,"Synergy IB Investment Co., Ltd.",-,IQTR285981307,Blank Checks (Primary),Operating,02/25/2015
02/10/2015,"Goldenbridge No.2 Special Purpose Acquisition Co., LTD.",-,Merger/Acquisition,Closed,-,KTB Private Equity,-,IQTR284744922,Blank Checks (Primary),Operating,02/10/2015
10/21/2020,EDU MENA Holdings Coöperatief U.A.,-,Merger/Acquisition,Closed,-,Thebes B.V.,"Abraaj Spv 21, Ltd.",IQTR692684775,Blank Checks (Primary),Operating Subsidiary,10/16/2020
02/25/2019,"Kaival Brands Innovations Group, Inc. (OTCPK:KAVL)",OTCPK:KAVL,Merger/Acquisition,Closed, 0.325 ,"Kaival Holdings, Llc",-,IQTR604275985,Blank Checks,Operating Subsidiary,02/20/2019
08/21/2018,DataSight Corporation,-,Merger/Acquisition,Closed,-,"DataSight, Inc.",-,IQTR578306172,Blank Checks (Primary),Operating Subsidiary,10/08/2018
07/16/2018,"Finest Acquisition, Inc.",-,Merger/Acquisition,Closed, 0.05 ,"AWC Capital, Inc.",-,IQTR574234436,Blank Checks (Primary),Operating Subsidiary,07/11/2018
06/25/2018,Sirius Acquisitions Holding Company III,-,Merger/Acquisition,Closed, 164.51 ,"Sirius International Insurance Group, Ltd. (NasdaqGS:SG)","Easterly Acquisition Sponsor, LLC",IQTR571878230,Blank Checks (Primary),Operating Subsidiary,11/05/2018
05/24/2018,"Big Time Holdings, Inc.",-,Merger/Acquisition,Closed, 0.025 ,Palewater Global Management Inc.,-,IQTR567482103,Blank Checks (Primary),Operating Subsidiary,05/18/2018
11/22/2017,Gold Standard Mining Company,-,Merger/Acquisition,Closed,-,"Seven Hundred Seventy 7, Inc.",-,IQTR551231117,Blank Checks (Primary),Operating Subsidiary,11/15/2018
09/07/2017,"AFH Acquisition IX, Inc.",-,Merger/Acquisition,Closed, 0.75 ,Enrochem Limited,"AFH Holding & Advisory, LLC",IQTR536907367,Blank Checks (Primary),Operating Subsidiary,08/30/2017
11/21/2016,"J.E.M. Capital, Inc.",-,Merger/Acquisition,Closed, 0.225 ,-,Zosano Pharma Corporation (NasdaqCM:ZSAN),IQTR410518684,Blank Checks (Primary),Operating Subsidiary,11/14/2016
11/09/2016,Capital for Progress 1 S.p.A.,-,Merger/Acquisition,Closed,-,4AIM SICAF S.p.A. (BIT:4AIM),-,IQTR409120731,Blank Checks (Primary),Operating Subsidiary,11/09/2016
09/22/2016,Starlight Supply Chain Management Company,-,Merger/Acquisition,Closed,-,Sing Kong Supply Chain Management Co. Limited,Best Dynamic Investment Limited; Crest Honor Limited; Merit Success International Limited; Peak Access Limited; Star Summit Group Limited; Plenty Asset Holdings Limited; Marvel Value Holdings Limited,IQTR402495786,Blank Checks (Primary),Operating Subsidiary,11/18/2016
09/05/2016,Capital for Progress 1 S.p.A.,-,Merger/Acquisition,Closed,-,GPI SpA (BIT:GPI),"Banca IMI SpA, Investment Banking Arm; Unione di Banche Italiane Scpa, Asset Management Arm",IQTR414029598,Blank Checks (Primary),Operating Subsidiary,12/29/2016
05/11/2016,Savden Group Corp.,-,Merger/Acquisition,Closed, 0.356 ,Sino Expertise Limited,-,IQTR337350762,Blank Checks (Primary),Operating Subsidiary,04/20/2016
10/29/2015,Rosa Capital Inc.,-,Merger/Acquisition,Closed, 1.28 ,Raimount Energy Inc.,-,IQTR315534724,Blank Checks (Primary),Operating Subsidiary,12/14/2015
08/19/2015,Starlight Supply Chain Management Company,-,Merger/Acquisition,Closed, 0.05 ,Best Dynamic Investment Limited; Crest Honor Limited; Merit Success International Limited; Peak Access Limited; Star Summit Group Limited,-,IQTR309607875,Blank Checks (Primary),Operating Subsidiary,08/14/2015
04/29/2014,"Stalar 2, Inc.",-,Merger/Acquisition,Closed,-,NanoMed Targeting Systems Inc.,-,IQTR262807919,Blank Checks (Primary),Operating Subsidiary,04/24/2015
01/21/2014,"All In Blind, Inc.",-,Merger/Acquisition,Closed,-,"SDSP Soccer Marketing, Inc.",-,IQTR254453403,Blank Checks (Primary),Operating Subsidiary,01/15/2015
