All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value ($USDmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Company Status [Target/Issuer],M&A Definitive Agreement Date
12/29/2015,"KTB Special Purpose Acquisition Company 3 Co., Ltd.",-,Merger/Acquisition,Closed,-,"Haimarrow Food Service Co., Ltd. (KOSDAQ:A220630)","KTB Investment & Securities Co., Ltd. (KOSE:A030210); Widwin Investment Co., Ltd.",IQTR320766660,Blank Checks (Primary),Acquired,12/29/2015
12/22/2015,Hana Financial Seventh Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Kolon Investment, Inc.",-,IQTR320153411,Blank Checks (Primary),Acquired,12/22/2015
12/18/2015,Cantabio Pharmaceuticals Inc.,-,Merger/Acquisition,Closed,-,Cantabio Pharmaceuticals Inc. (OTCPK:CTBO),-,IQTR319864242,Blank Checks (Primary),Acquired,12/17/2015
12/10/2015,FISION Corporation,-,Merger/Acquisition,Closed,-,FISION Corporation (OTCPK:FSSN),-,IQTR319060139,Blank Checks (Primary),Acquired,12/08/2015
12/09/2015,Plicit Capital Corp.,-,Merger/Acquisition,Closed,-,Telo Genomics Corp. (TSXV:TELO),-,IQTR318962554,Blank Checks (Primary),Acquired,01/12/2016
12/04/2015,Wise Oakwood Ventures Inc.,-,Merger/Acquisition,Closed,-,Zomedica Corp. (AMEX:ZOM),-,IQTR318752539,Blank Checks (Primary),Acquired,03/30/2016
12/03/2015,"NH Special Purpose Acquisition 8 Co., Ltd.",-,Merger/Acquisition,Cancelled,-,"Raphas Co., Ltd. (KOSDAQ:A214260)",-,IQTR318422338,Blank Checks (Primary),Acquired,12/03/2015
12/01/2015,"Asia Equity Exchange Group, Inc.",-,Merger/Acquisition,Closed,-,"Asia Equity Exchange Group, Inc. (OTCPK:AEEX)",-,IQTR318226848,Blank Checks (Primary),Acquired,11/30/2015
11/24/2015,"Goldenbridge No.4 Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"Golden Campass Investment Advisory Co.,Ltd.",-,IQTR317657234,Blank Checks,Acquired,11/24/2015
11/20/2015,"Hanwha ACPC Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR317390713,Blank Checks (Primary),Acquired,11/20/2015
11/17/2015,HMCIB No.3 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"KTB Asset Management Co., Ltd",-,IQTR317216114,Blank Checks (Primary),Acquired,11/17/2015
11/11/2015,Hana Must Second Special Purpose Acquisition Company Ltd.,-,Merger/Acquisition,Closed,-,"NH Investment & Securities Co., Ltd. (KOSE:A005940)",-,IQTR317112856,Blank Checks (Primary),Acquired,11/11/2015
11/09/2015,HI Special Purpose Acquisition Company II,-,Merger/Acquisition,Closed,-,"Daishin Asset Management Co., Ltd.",-,IQTR317055522,Blank Checks (Primary),Acquired,11/09/2015
10/21/2015,Harvest One Capital Inc.,-,Merger/Acquisition,Cancelled,-,Mobile Corporation,-,IQTR314884522,Blank Checks (Primary),Acquired,03/09/2016
10/19/2015,Bitumen Capital Inc.,-,Merger/Acquisition,Cancelled,-,QuantGate Systems Inc. (OTCPK:QGSI),Grovest Investments Inc,IQTR314641041,Blank Checks (Primary),Acquired,03/07/2016
10/14/2015,"Dongbu 3rd Special Purpose Acquisition Co., Ltd.",-,Merger/Acquisition,Closed,-,CY Investment Co. Ltd.,-,IQTR314023741,Blank Checks,Acquired,10/14/2015
10/06/2015,Kyobo 4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Midas AI Co.,Ltd. (KOSDAQ:A222810)",-,IQTR312897863,Blank Checks (Primary),Acquired,10/06/2015
10/02/2015,Verdant Financial Partners I Inc.,-,Merger/Acquisition,Closed, 0.052 ,-,Verdant Financial Partners Corporation; The Puritt Family Trust; Falcon Corporation,IQTR312824195,Blank Checks (Primary),Acquired,10/02/2015
10/01/2015,"NH Special Purpose Acquisition 9 Co., Ltd.",-,Merger/Acquisition,Closed,-,"NH Investment & Securities Co., Ltd. (KOSE:A005940)",-,IQTR312625319,Blank Checks (Primary),Acquired,10/01/2015
09/30/2015,KB No.4 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,Korea Investment Partners Co. Ltd.,-,IQTR312508336,Blank Checks (Primary),Acquired,09/30/2015
09/22/2015,"Dongxing International, Inc.",-,Merger/Acquisition,Closed, 0.02 ,-,"OZ SafeRooms Technologies, Inc.",IQTR311919392,Blank Checks (Primary),Acquired,09/21/2015
09/21/2015,Vector Resources Inc.,-,Merger/Acquisition,Cancelled,-,Tectonica Australia Pty. Ltd.,-,IQTR312589500,Blank Checks (Primary),Acquired,11/04/2015
09/16/2015,Cleantech Capital Inc.,-,Merger/Acquisition,Closed,-,CHAR Technologies Ltd. (TSXV:YES),-,IQTR311609331,Blank Checks (Primary),Acquired,02/11/2016
09/10/2015,KB No.6 Special Purpose Acquisition Company,-,Merger/Acquisition,Closed,-,"Thumbage Co., Ltd. (KOSDAQ:A208640)","DGB Asset Management Co., Ltd.; KB Investment & Securities Co., Ltd., Investment Arm",IQTR311128348,Blank Checks (Primary),Acquired,09/10/2015
